age,bilat_0,Damoiseaux.fit,Burke.fit,Appelman.fit,Saux.fit,McCormick.fit,Damoiseaux.se,Burke.se,Appelman.se,Saux.se,McCormick.se
5.44,No,NA,0.067453246,0.027317364,0.058461812,0.056710954,NA,0.09734328,0.107185623,0.102104122,0.168687025
5.45,No,NA,0.067571887,0.027278593,0.058445951,0.056760764,NA,0.097460576,0.107319603,0.102274481,0.168959221
5.46,No,NA,0.067690611,0.027239829,0.058429993,0.056811029,NA,0.097579948,0.107453744,0.102444733,0.16923244
5.47,No,NA,0.067809419,0.027201073,0.058413938,0.056861751,NA,0.097701398,0.107588042,0.102614876,0.16950668
5.48,No,NA,0.06792831,0.027162325,0.058397787,0.056912928,NA,0.097824928,0.107722492,0.102784905,0.169781937
5.49,No,NA,0.068047284,0.027123585,0.05838154,0.05696456,NA,0.097950541,0.107857092,0.102954818,0.170058209
5.5,No,NA,0.06816634,0.027084853,0.058365197,0.057016648,NA,0.098078237,0.107991837,0.103124613,0.17033549
5.51,No,NA,0.068285478,0.02704613,0.058348757,0.057069191,NA,0.098208019,0.108126724,0.103294287,0.170613777
5.52,No,NA,0.068404698,0.027007415,0.058332223,0.057122189,NA,0.098339888,0.108261749,0.103463836,0.170893066
5.53,No,NA,0.068524,0.02696871,0.058315593,0.057175642,NA,0.098473846,0.108396909,0.103633258,0.17117335
5.54,No,NA,0.068643382,0.026930014,0.058298868,0.057229549,NA,0.098609893,0.108532199,0.10380255,0.171454625
5.55,No,NA,0.068762846,0.026891327,0.058282048,0.057283911,NA,0.098748031,0.108667617,0.103971709,0.171736886
5.56,No,NA,0.068882391,0.02685265,0.058265133,0.057338727,NA,0.098888261,0.108803158,0.104140734,0.172020128
5.57,No,NA,0.069002016,0.026813982,0.058248124,0.057393997,NA,0.099030584,0.108938821,0.104309621,0.172304348
5.58,No,NA,0.069121721,0.026775325,0.05823102,0.057449722,NA,0.099175,0.1090746,0.104478367,0.172589538
5.59,No,NA,0.069241506,0.026736678,0.058213823,0.0575059,NA,0.099321509,0.109210494,0.104646971,0.172875694
5.6,No,NA,0.069361371,0.026698041,0.058196532,0.057562533,NA,0.099470113,0.109346499,0.104815429,0.173162809
5.61,No,NA,0.069481314,0.026659415,0.058179147,0.057619619,NA,0.099620811,0.109482611,0.10498374,0.173450876
5.62,No,NA,0.069601337,0.0266208,0.058161669,0.057677158,NA,0.099773603,0.109618828,0.1051519,0.173739887
5.63,No,NA,0.069721439,0.026582196,0.058144098,0.057735152,NA,0.09992849,0.109755146,0.105319908,0.174029838
5.64,No,NA,0.069841619,0.026543603,0.058126434,0.057793598,NA,0.100085472,0.109891563,0.10548776,0.174320721
5.65,No,NA,0.069961877,0.026505022,0.058108677,0.057852498,NA,0.100244547,0.110028075,0.105655455,0.174612528
5.66,No,NA,0.070082213,0.026466452,0.058090828,0.057911852,NA,0.100405717,0.110164679,0.10582299,0.174905252
5.67,No,NA,0.070202626,0.026427894,0.058072886,0.057971659,NA,0.100568979,0.110301373,0.105990363,0.175198887
5.68,No,NA,0.070323116,0.026389349,0.058054852,0.058031919,NA,0.100734334,0.110438154,0.106157572,0.175493422
5.69,No,NA,0.070443684,0.026350816,0.058036727,0.058092632,NA,0.10090178,0.110575019,0.106324615,0.175788852
5.7,No,NA,0.070564328,0.026312295,0.05801851,0.058153798,NA,0.101071317,0.110711965,0.106491489,0.176085167
5.71,No,NA,0.070685048,0.026273787,0.058000202,0.058215417,NA,0.101242944,0.11084899,0.106658192,0.176382358
5.72,No,NA,0.070805845,0.026235292,0.057981803,0.058277489,NA,0.101416658,0.11098609,0.106824722,0.176680416
5.73,No,NA,0.070926717,0.026196809,0.057963312,0.058340014,NA,0.10159246,0.111123263,0.106991078,0.176979332
5.74,No,NA,0.071047664,0.026158341,0.057944731,0.058402992,NA,0.101770348,0.111260507,0.107157256,0.177279094
5.75,No,NA,0.071168687,0.026119885,0.05792606,0.058466423,NA,0.101950319,0.111397819,0.107323255,0.177579693
5.76,No,NA,0.071289784,0.026081444,0.057907298,0.058530306,NA,0.102132372,0.111535197,0.107489073,0.177881119
5.77,No,NA,0.071410956,0.026043016,0.057888447,0.058594642,NA,0.102316506,0.111672637,0.107654708,0.17818336
5.78,No,NA,0.071532202,0.026004602,0.057869505,0.058659431,NA,0.102502718,0.111810138,0.107820159,0.178486406
5.79,No,NA,0.071653521,0.025966203,0.057850474,0.058724672,NA,0.102691007,0.111947697,0.107985422,0.178790245
5.8,No,NA,0.071774915,0.025927818,0.057831354,0.058790366,NA,0.10288137,0.112085312,0.108150496,0.179094867
5.81,No,NA,0.071896381,0.025889447,0.057812144,0.058856512,NA,0.103073804,0.11222298,0.10831538,0.179400262
5.82,No,NA,0.072017921,0.025851092,0.057792846,0.058923111,NA,0.103268308,0.1123607,0.108480072,0.17970642
5.83,No,NA,0.072139533,0.025812751,0.057773459,0.058990161,NA,0.103464878,0.112498468,0.108644569,0.180013331
5.84,No,NA,0.072261217,0.025774426,0.057753983,0.059057665,NA,0.103663513,0.112636284,0.10880887,0.180320985
5.85,No,NA,0.072382973,0.025736116,0.05773442,0.05912562,NA,0.103864209,0.112774143,0.108972973,0.180629375
5.86,No,NA,0.072504801,0.025697822,0.057714768,0.059194027,NA,0.104066963,0.112912045,0.109136877,0.180938492
5.87,No,NA,0.072626701,0.025659543,0.057695028,0.059262887,NA,0.104271772,0.113049988,0.10930058,0.181248329
5.88,No,NA,0.072748671,0.02562128,0.057675201,0.059332198,NA,0.104478634,0.113187968,0.10946408,0.181558878
5.89,No,NA,0.072870712,0.025583034,0.057655287,0.05940196,NA,0.104687545,0.113325985,0.109627375,0.181870132
5.9,No,NA,0.072992824,0.025544804,0.057635286,0.059472175,NA,0.104898501,0.113464036,0.109790464,0.182182084
5.91,No,NA,0.073115005,0.02550659,0.057615197,0.059542841,NA,0.105111499,0.113602119,0.109953346,0.182494728
5.92,No,NA,0.073237256,0.025468393,0.057595022,0.059613958,NA,0.105326536,0.113740232,0.110116018,0.182808056
5.93,No,NA,0.073359577,0.025430212,0.057574761,0.059685526,NA,0.105543608,0.113878373,0.110278479,0.183122065
5.94,No,NA,0.073481967,0.025392049,0.057554413,0.059757545,NA,0.105762711,0.114016541,0.110440728,0.18343675
5.95,No,NA,0.073604425,0.025353903,0.05753398,0.059830015,NA,0.105983841,0.114154733,0.110602763,0.183752107
5.96,No,NA,0.073726952,0.025315774,0.05751346,0.059902935,NA,0.106206995,0.114292948,0.110764583,0.184068133
5.97,No,NA,0.073849547,0.025277663,0.057492855,0.059976306,NA,0.106432167,0.114431184,0.110926187,0.184384824
5.98,No,NA,0.07397221,0.02523957,0.057472165,0.060050126,NA,0.106659355,0.114569439,0.111087572,0.184702176
5.99,No,NA,0.07409494,0.025201494,0.05745139,0.060124396,NA,0.106888554,0.114707711,0.111248737,0.185020186
6,No,NA,0.074217737,0.025163437,0.05743053,0.060199116,NA,0.107119758,0.114845999,0.111409682,0.185338852
6.01,No,NA,0.074340601,0.025125398,0.057409585,0.060274284,NA,0.107352965,0.1149843,0.111570404,0.18565817
6.02,No,NA,0.074463532,0.025087377,0.057388555,0.060349901,NA,0.107588169,0.115122615,0.111730902,0.185978138
6.03,No,NA,0.074586528,0.025049375,0.057367442,0.060425967,NA,0.107825366,0.115260939,0.111891176,0.186298754
6.04,No,NA,0.074709591,0.025011391,0.057346245,0.060502481,NA,0.108064551,0.115399273,0.112051223,0.186620017
6.05,No,NA,0.074832719,0.024973426,0.057324964,0.060579442,NA,0.108305719,0.115537615,0.112211043,0.186941924
6.06,No,NA,0.074955912,0.024935481,0.057303599,0.060656851,NA,0.108548866,0.115675962,0.112370634,0.187264474
6.07,No,NA,0.075079169,0.024897555,0.057282151,0.060734706,NA,0.108793986,0.115814314,0.112529995,0.187587664
6.08,No,NA,0.075202491,0.024859648,0.05726062,0.060813008,NA,0.109041074,0.115952668,0.112689125,0.187911491
6.09,No,NA,0.075325877,0.024821761,0.057239006,0.060891756,NA,0.109290125,0.116091024,0.112848022,0.188235952
6.1,No,NA,0.075449327,0.024783893,0.05721731,0.060970949,NA,0.109541134,0.11622938,0.113006686,0.188561045
6.11,No,NA,0.075572841,0.024746046,0.057195531,0.061050588,NA,0.109794095,0.116367734,0.113165115,0.188886765
6.12,No,NA,0.075696417,0.024708218,0.05717367,0.061130671,NA,0.110049004,0.116506086,0.113323309,0.189213109
6.13,No,NA,0.075820056,0.024670411,0.057151727,0.061211199,NA,0.110305855,0.116644433,0.113481265,0.189540072
6.14,No,NA,0.075943757,0.024632624,0.057129702,0.06129217,NA,0.110564641,0.116782774,0.113638983,0.189867651
6.15,No,NA,0.076067521,0.024594857,0.057107596,0.061373585,NA,0.110825358,0.116921109,0.113796463,0.190195841
6.16,No,NA,0.076191346,0.024557112,0.057085408,0.061455442,NA,0.111088001,0.117059435,0.113953702,0.190524635
6.17,No,NA,0.076315232,0.024519387,0.05706314,0.061537742,NA,0.111352562,0.117197752,0.1141107,0.190854031
6.18,No,NA,0.076439179,0.024481683,0.05704079,0.061620485,NA,0.111619036,0.117336058,0.114267456,0.19118402
6.19,No,NA,0.076563187,0.024444001,0.05701836,0.061703668,NA,0.111887418,0.117474351,0.114423968,0.191514598
6.2,No,NA,0.076687256,0.024406339,0.05699585,0.061787293,NA,0.112157702,0.117612632,0.114580237,0.191845759
6.21,No,NA,0.076811384,0.0243687,0.056973259,0.061871358,NA,0.112429881,0.117750897,0.11473626,0.192177495
6.22,No,NA,0.076935571,0.024331082,0.056950589,0.061955863,NA,0.112703949,0.117889147,0.114892038,0.192509799
6.23,No,NA,0.077059818,0.024293485,0.056927839,0.062040809,NA,0.1129799,0.11802738,0.115047568,0.192842666
6.24,No,NA,0.077184124,0.024255911,0.056905009,0.062126193,NA,0.113257729,0.118165595,0.115202851,0.193176087
6.25,No,NA,0.077308488,0.024218359,0.0568821,0.062212016,NA,0.113537428,0.118303791,0.115357885,0.193510058
6.26,No,NA,0.07743291,0.024180829,0.056859112,0.062298277,NA,0.113818992,0.118441966,0.115512669,0.19384457
6.27,No,NA,0.07755739,0.024143321,0.056836045,0.062384976,NA,0.114102414,0.11858012,0.115667202,0.194179617
6.28,No,NA,0.077681928,0.024105836,0.0568129,0.062472111,NA,0.114387687,0.118718251,0.115821485,0.194515193
6.29,No,NA,0.077806522,0.024068374,0.056789676,0.062559684,NA,0.114674806,0.118856359,0.115975515,0.194851291
6.3,No,NA,0.077931174,0.024030934,0.056766374,0.062647692,NA,0.114963763,0.118994442,0.116129292,0.195187904
6.31,No,NA,0.078055881,0.023993517,0.056742995,0.062736136,NA,0.115254552,0.119132499,0.116282816,0.195525025
6.32,No,NA,0.078180645,0.023956124,0.056719537,0.062825014,NA,0.115547167,0.11927053,0.116436085,0.195862648
6.33,No,NA,0.078305464,0.023918754,0.056696002,0.062914327,NA,0.1158416,0.119408533,0.116589099,0.196200767
6.34,No,NA,0.078430338,0.023881407,0.05667239,0.063004073,NA,0.116137845,0.119546507,0.116741857,0.196539375
6.35,No,NA,0.078555267,0.023844084,0.056648701,0.063094252,NA,0.116435895,0.119684452,0.116894358,0.196878468
6.36,No,NA,0.078680251,0.023806785,0.056624935,0.063184864,NA,0.116735744,0.119822366,0.117046601,0.197218039
6.37,No,NA,0.078805289,0.023769509,0.056601092,0.063275907,NA,0.117037384,0.119960249,0.117198587,0.197558084
6.38,No,NA,0.07893038,0.023732258,0.056577173,0.06336738,NA,0.117340809,0.120098099,0.117350313,0.197898596
6.39,No,NA,0.079055525,0.02369503,0.056553178,0.063459284,NA,0.117646012,0.120235916,0.117501781,0.198239569
6.4,No,NA,0.079180723,0.023657827,0.056529107,0.063551617,NA,0.117952985,0.120373699,0.117652988,0.198580998
6.41,No,NA,0.079305973,0.023620648,0.056504961,0.063644378,NA,0.118261722,0.120511447,0.117803934,0.198922875
6.42,No,NA,0.079431276,0.023583494,0.056480739,0.063737567,NA,0.118572215,0.12064916,0.117954619,0.199265195
6.43,No,NA,0.079556631,0.023546364,0.056456441,0.063831183,NA,0.118884457,0.120786835,0.118105042,0.199607951
6.44,No,NA,0.079682037,0.02350926,0.056432069,0.063925226,NA,0.119198442,0.120924473,0.118255202,0.199951138
6.45,No,NA,0.079807495,0.02347218,0.056407622,0.064019694,NA,0.119514163,0.121062073,0.118405099,0.200294753
6.46,No,NA,0.079933003,0.023435125,0.0563831,0.064114587,NA,0.119831611,0.121199633,0.118554732,0.20063879
6.47,No,NA,0.080058561,0.023398096,0.056358504,0.064209904,NA,0.120150779,0.121337154,0.118704101,0.200983248
6.48,No,NA,0.08018417,0.023361092,0.056333834,0.064305644,NA,0.120471661,0.121474633,0.118853206,0.201328121
6.49,No,NA,0.080309828,0.023324113,0.05630909,0.064401805,NA,0.12079425,0.121612072,0.119002044,0.201673409
6.5,No,NA,0.080435535,0.02328716,0.056284272,0.064498388,NA,0.121118537,0.121749468,0.119150617,0.202019106
6.51,No,NA,0.080561291,0.023250233,0.056259381,0.064595391,NA,0.121444515,0.121886822,0.119298924,0.202365211
6.52,No,NA,0.080687096,0.023213332,0.056234417,0.064692813,NA,0.121772178,0.122024132,0.119446963,0.202711719
6.53,No,NA,0.080812949,0.023176456,0.056209379,0.064790653,NA,0.122101517,0.122161397,0.119594735,0.203058628
6.54,No,NA,0.080938849,0.023139607,0.056184269,0.06488891,NA,0.122432526,0.122298618,0.11974224,0.203405934
6.55,No,NA,0.081064797,0.023102784,0.056159086,0.064987583,NA,0.122765196,0.122435793,0.119889476,0.203753634
6.56,No,NA,0.081190792,0.023065987,0.056133831,0.065086671,NA,0.123099521,0.122572921,0.120036443,0.204101722
6.57,No,NA,0.081316833,0.023029217,0.056108504,0.065186173,NA,0.123435492,0.122710003,0.120183141,0.204450197
6.58,No,NA,0.08144292,0.022992474,0.056083105,0.065286087,NA,0.123773103,0.122847037,0.12032957,0.204799055
6.59,No,NA,0.081569053,0.022955757,0.056057634,0.065386414,NA,0.124112345,0.122984023,0.120475728,0.205148293
6.6,No,NA,0.081695232,0.022919067,0.056032092,0.065487152,NA,0.124453212,0.12312096,0.120621616,0.205497908
6.61,No,NA,0.081821455,0.022882405,0.056006478,0.0655883,NA,0.124795695,0.123257847,0.120767234,0.205847898
6.62,No,NA,0.081947723,0.022845769,0.055980794,0.065689856,NA,0.125139787,0.123394684,0.12091258,0.20619826
6.63,No,NA,0.082074036,0.022809161,0.055955038,0.06579182,NA,0.125485481,0.123531471,0.121057655,0.206548992
6.64,No,NA,0.082200392,0.02277258,0.055929213,0.06589419,NA,0.125832768,0.123668206,0.121202457,0.20690009
6.65,No,NA,0.082326791,0.022736026,0.055903316,0.065996965,NA,0.126181642,0.12380489,0.121346988,0.207251551
6.66,No,NA,0.082453234,0.0226995,0.05587735,0.066100144,NA,0.126532094,0.123941521,0.121491246,0.207603373
6.67,No,NA,0.082579719,0.022663002,0.055851314,0.066203726,NA,0.126884118,0.124078099,0.121635231,0.207955552
6.68,No,NA,0.082706246,0.022626532,0.055825208,0.066307709,NA,0.127237704,0.124214624,0.121778943,0.208308085
6.69,No,NA,0.082832815,0.022590089,0.055799033,0.066412094,NA,0.127592846,0.124351095,0.121922382,0.20866097
6.7,No,NA,0.082959425,0.022553675,0.055772788,0.066516877,NA,0.127949535,0.124487511,0.122065547,0.209014206
6.71,No,NA,0.083086077,0.022517289,0.055746474,0.066622058,NA,0.128307765,0.124623873,0.122208437,0.209367791
6.72,No,NA,0.083212769,0.022480931,0.055720092,0.066727637,NA,0.128667527,0.124760178,0.122351054,0.209721722
6.73,No,NA,0.083339501,0.022444602,0.055693641,0.06683361,NA,0.129028813,0.124896428,0.122493396,0.210075998
6.74,No,NA,0.083466273,0.022408301,0.055667122,0.066939978,NA,0.129391617,0.125032622,0.122635463,0.210430616
6.75,No,NA,0.083593085,0.022372029,0.055640534,0.067046739,NA,0.12975593,0.125168758,0.122777255,0.210785577
6.76,No,NA,0.083719935,0.022335785,0.055613879,0.067153891,NA,0.130121744,0.125304837,0.122918771,0.211140878
6.77,No,NA,0.083846824,0.022299571,0.055587156,0.067261433,NA,0.130489052,0.125440858,0.123060013,0.21149652
6.78,No,NA,0.083973751,0.022263385,0.055560365,0.067369364,NA,0.130857846,0.125576821,0.123200978,0.211852502
6.79,No,NA,0.084100716,0.022227229,0.055533507,0.067477683,NA,0.131228117,0.125712725,0.123341668,0.212208822
6.8,No,NA,0.084227719,0.022191102,0.055506582,0.067586387,NA,0.13159986,0.12584857,0.123482081,0.212565479
6.81,No,NA,0.084354758,0.022155004,0.055479591,0.067695476,NA,0.131973065,0.125984355,0.123622218,0.212922471
6.82,No,NA,0.084481834,0.022118935,0.055452532,0.067804947,NA,0.132347725,0.12612008,0.123762079,0.213279799
6.83,No,NA,0.084608946,0.022082896,0.055425408,0.0679148,NA,0.132723831,0.126255745,0.123901663,0.213637459
6.84,No,NA,0.084736093,0.022046887,0.055398217,0.068025034,NA,0.133101378,0.126391349,0.12404097,0.21399545
6.85,No,NA,0.084863276,0.022010907,0.05537096,0.068135645,NA,0.133480355,0.126526891,0.124180001,0.21435377
6.86,No,NA,0.084990494,0.021974957,0.055343638,0.068246634,NA,0.133860757,0.126662372,0.124318754,0.21471242
6.87,No,NA,0.085117746,0.021939037,0.05531625,0.068357999,NA,0.134242575,0.126797791,0.12445723,0.215071399
6.88,No,NA,0.085245032,0.021903148,0.055288796,0.068469738,NA,0.1346258,0.126933148,0.124595429,0.215430707
6.89,No,NA,0.085372352,0.021867288,0.055261278,0.068581849,NA,0.135010426,0.127068442,0.12473335,0.215790342
6.9,No,NA,0.085499705,0.021831459,0.055233695,0.068694331,NA,0.135396445,0.127203673,0.124870993,0.216150306
6.91,No,NA,0.085627091,0.02179566,0.055206047,0.068807183,NA,0.135783849,0.12733884,0.125008359,0.216510599
6.92,No,NA,0.085754509,0.021759891,0.055178335,0.068920403,NA,0.13617263,0.127473944,0.125145448,0.216871221
6.93,No,NA,0.085881959,0.021724153,0.055150558,0.069033988,NA,0.13656278,0.127608983,0.125282258,0.217232175
6.94,No,NA,0.086009441,0.021688445,0.055122718,0.069147938,NA,0.136954292,0.127743958,0.12541879,0.21759346
6.95,No,NA,0.086136953,0.021652769,0.055094814,0.069262251,NA,0.137347158,0.127878869,0.125555045,0.217955079
6.96,No,NA,0.086264497,0.021617123,0.055066846,0.069376925,NA,0.13774137,0.128013714,0.125691021,0.218317035
6.97,No,NA,0.08639207,0.021581508,0.055038815,0.069491958,NA,0.13813692,0.128148494,0.125826719,0.218679329
6.98,No,NA,0.086519674,0.021545924,0.055010721,0.069607349,NA,0.138533801,0.128283208,0.125962139,0.219041963
6.99,No,NA,0.086647307,0.021510372,0.054982564,0.069723094,NA,0.138932005,0.128417856,0.126097281,0.219404939
7,No,NA,0.086774968,0.02147485,0.054954344,0.069839194,NA,0.139331524,0.128552437,0.126232144,0.219768257
7.01,No,NA,0.086902659,0.02143936,NA,0.069955645,NA,0.13973235,0.128686953,NA,0.22013192
7.02,No,NA,0.087030377,0.021403901,NA,0.070072447,NA,0.140134476,0.128821401,NA,0.220495929
7.03,No,NA,0.087158123,0.021368474,NA,0.070189597,NA,0.140537894,0.128955782,NA,0.220860287
7.04,No,NA,0.087285897,0.021333078,NA,0.070307093,NA,0.140942597,0.129090095,NA,0.221224996
7.05,No,NA,0.087413697,0.021297714,NA,0.070424933,NA,0.141348576,0.129224341,NA,0.221590058
7.06,No,NA,0.087541523,0.021262382,NA,0.070543116,NA,0.141755824,0.129358519,NA,0.221955475
7.07,No,NA,0.087669376,0.021227082,NA,0.070661639,NA,0.142164333,0.129492629,NA,0.22232125
7.08,No,NA,0.087797254,0.021191814,NA,0.0707805,NA,0.142574096,0.12962667,NA,0.222687384
7.09,No,NA,0.087925157,0.021156577,NA,0.070899698,NA,0.142985104,0.129760643,NA,0.223053877
7.1,No,NA,0.088053085,0.021121373,NA,0.07101923,NA,0.143397352,0.129894547,NA,0.223420732
7.11,No,NA,0.088181036,0.021086202,NA,0.071139094,NA,0.143810829,0.130028381,NA,0.223787949
7.12,No,NA,0.088309012,0.021051062,NA,0.071259288,NA,0.14422553,0.130162146,NA,0.224155528
7.13,No,NA,0.088437011,0.021015955,NA,0.071379811,NA,0.144641446,0.130295841,NA,0.224523471
7.14,No,NA,0.088565033,0.02098088,NA,0.07150066,NA,0.14505857,0.130429467,NA,0.224891776
7.15,No,NA,0.088693077,0.020945838,NA,0.071621832,NA,0.145476894,0.130563022,NA,0.225260443
7.16,No,NA,0.088821144,0.020910829,NA,0.071743327,NA,0.145896411,0.130696507,NA,0.225629473
7.17,No,NA,0.088949232,0.020875852,NA,0.071865141,NA,0.146317113,0.130829922,NA,0.225998863
7.18,No,NA,0.089077341,0.020840908,NA,0.071987274,NA,0.146738992,0.130963266,NA,0.226368614
7.19,No,NA,0.08920547,0.020805997,NA,0.072109721,NA,0.147162041,0.131096538,NA,0.226738723
7.2,No,NA,0.08933362,0.020771119,NA,0.072232482,NA,0.147586252,0.13122974,NA,0.227109188
7.21,No,NA,0.08946179,0.020736274,NA,0.072355555,NA,0.148011619,0.131362871,NA,0.227480009
7.22,No,NA,0.089589979,0.020701463,NA,0.072478937,NA,0.148438132,0.13149593,NA,0.227851182
7.23,No,NA,0.089718187,0.020666684,NA,0.072602625,NA,0.148865786,0.131628917,NA,0.228222704
7.24,No,NA,0.089846413,0.020631939,NA,0.072726619,NA,0.149294572,0.131761832,NA,0.228594576
7.25,No,NA,0.089974658,0.020597227,NA,0.072850915,NA,0.149724482,0.131894676,NA,0.228966794
7.26,No,NA,0.09010292,0.020562549,NA,0.072975512,NA,0.15015551,0.132027447,NA,0.229339358
7.27,No,NA,0.090231199,0.020527904,NA,0.073100407,NA,0.150587648,0.132160146,NA,0.229712265
7.28,No,NA,0.090359494,0.020493293,NA,0.073225598,NA,0.151020889,0.132292772,NA,0.230085513
7.29,No,NA,0.090487806,0.020458716,NA,0.073351082,NA,0.151455224,0.132425325,NA,0.230459099
7.3,No,NA,0.090616134,0.020424172,NA,0.073476858,NA,0.151890647,0.132557806,NA,0.23083302
7.31,No,NA,0.090744477,0.020389662,NA,0.073602923,NA,0.152327151,0.132690214,NA,0.231207273
7.32,No,NA,0.090872835,0.020355186,NA,0.073729274,NA,0.152764727,0.132822548,NA,0.231581854
7.33,No,NA,0.091001207,0.020320745,NA,0.07385591,NA,0.153203369,0.132954809,NA,0.231956759
7.34,No,NA,0.091129593,0.020286337,NA,0.073982828,NA,0.153643068,0.133086997,NA,0.232331983
7.35,No,NA,0.091257992,0.020251963,NA,0.074110025,NA,0.154083819,0.133219111,NA,0.232707522
7.36,No,NA,0.091386405,0.020217624,NA,0.074237499,NA,0.154525613,0.133351151,NA,0.233083371
7.37,No,NA,0.09151483,0.020183318,NA,0.074365249,NA,0.154968443,0.133483118,NA,0.233459524
7.38,No,NA,0.091643267,0.020149048,NA,0.07449327,NA,0.155412303,0.13361501,NA,0.233835976
7.39,No,NA,0.091771716,0.020114811,NA,0.074621562,NA,0.155857183,0.133746829,NA,0.23421272
7.4,No,NA,0.091900176,0.02008061,NA,0.074750122,NA,0.156303078,0.133878573,NA,0.234589751
7.41,No,NA,0.092028647,0.020046442,NA,0.074878946,NA,0.15674998,0.134010242,NA,0.23496706
7.42,No,NA,0.092157127,0.02001231,NA,0.075008034,NA,0.157197882,0.134141838,NA,0.235344642
7.43,No,NA,0.092285618,0.019978212,NA,0.075137381,NA,0.157646776,0.134273358,NA,0.235722488
7.44,No,NA,0.092414118,0.019944149,NA,0.075266987,NA,0.158096656,0.134404804,NA,0.236100591
7.45,No,NA,0.092542627,0.01991012,NA,0.075396848,NA,0.158547514,0.134536175,NA,0.236478943
7.46,No,NA,0.092671144,0.019876127,NA,0.075526962,NA,0.158999343,0.134667471,NA,0.236857537
7.47,No,NA,0.09279967,0.019842168,NA,0.075657327,NA,0.159452136,0.134798692,NA,0.237236367
7.48,No,NA,0.092928202,0.019808245,NA,0.07578794,NA,0.159905885,0.134929838,NA,0.237615426
7.49,No,NA,0.093056742,0.019774357,NA,0.075918798,NA,0.160360584,0.135060908,NA,0.237994708
7.5,No,NA,0.093185288,0.019740504,NA,0.0760499,NA,0.160816226,0.135191904,NA,0.238374206
7.51,No,NA,0.093313841,0.019706686,NA,0.076181241,NA,0.161272802,0.135322823,NA,0.238753916
7.52,No,NA,0.093442398,0.019672903,NA,0.076312821,NA,0.161730307,0.135453668,NA,0.23913383
7.53,No,NA,0.093570961,0.019639156,NA,0.076444635,NA,0.162188734,0.135584436,NA,0.239513943
7.54,No,NA,0.093699529,0.019605444,NA,0.076576682,NA,0.162648074,0.135715129,NA,0.239894246
7.55,No,NA,0.093828101,0.019571768,NA,0.076708959,NA,0.163108321,0.135845746,NA,0.240274732
7.56,No,NA,0.093956676,0.019538127,NA,0.076841463,NA,0.163569469,0.135976287,NA,0.240655395
7.57,No,NA,0.094085255,0.019504522,NA,0.076974191,NA,0.164031509,0.136106753,NA,0.241036225
7.58,No,NA,0.094213837,0.019470952,NA,0.077107142,NA,0.164494436,0.136237142,NA,0.241417215
7.59,No,NA,0.09434242,0.019437419,NA,0.077240311,NA,0.164958241,0.136367455,NA,0.241798356
7.6,No,NA,0.094471006,0.019403921,NA,0.077373697,NA,0.165422919,0.136497692,NA,0.24217964
7.61,No,NA,0.094599593,0.019370458,NA,0.077507296,NA,0.165888462,0.136627852,NA,0.242561057
7.62,No,NA,0.094728181,0.019337032,NA,0.077641107,NA,0.166354863,0.136757936,NA,0.242942597
7.63,No,NA,0.094856769,0.019303642,NA,0.077775125,NA,0.166822115,0.136887944,NA,0.243324251
7.64,No,NA,0.094985357,0.019270287,NA,0.07790935,NA,0.167290212,0.137017876,NA,0.243706009
7.65,No,NA,0.095113945,0.019236969,NA,0.078043777,NA,0.167759147,0.137147731,NA,0.244087861
7.66,No,NA,0.095242531,0.019203687,NA,0.078178404,NA,0.168228912,0.137277509,NA,0.244469796
7.67,No,NA,0.095371116,0.019170441,NA,0.078313229,NA,0.168699501,0.13740721,NA,0.244851804
7.68,No,NA,0.095499699,0.019137231,NA,0.078448248,NA,0.169170908,0.137536835,NA,0.245233876
7.69,No,NA,0.095628279,0.019104058,NA,0.078583458,NA,0.169643124,0.137666383,NA,0.245616003
7.7,No,NA,0.095756857,0.019070921,NA,0.078718858,NA,0.170116144,0.137795855,NA,0.245998175
7.71,No,NA,0.095885431,0.01903782,NA,0.078854444,NA,0.17058996,0.137925249,NA,0.246380382
7.72,No,NA,0.096014001,0.019004756,NA,0.078990213,NA,0.171064567,0.138054567,NA,0.246762615
7.73,No,NA,0.096142566,0.018971728,NA,0.079126163,NA,0.171539956,0.138183807,NA,0.247144862
7.74,No,NA,0.096271127,0.018938737,NA,0.079262291,NA,0.172016122,0.138312971,NA,0.247527115
7.75,No,NA,0.096399682,0.018905782,NA,0.079398593,NA,0.172493058,0.138442057,NA,0.247909361
7.76,No,NA,0.096528232,0.018872864,NA,0.079535067,NA,0.172970757,0.138571067,NA,0.248291591
7.77,No,NA,0.096656775,0.018839982,NA,0.07967171,NA,0.173449212,0.138699999,NA,0.248673792
7.78,No,NA,0.096785311,0.018807138,NA,0.07980852,NA,0.173928416,0.138828854,NA,0.249055953
7.79,No,NA,0.09691384,0.01877433,NA,0.079945493,NA,0.174408364,0.138957632,NA,0.249438064
7.8,No,NA,0.097042361,0.018741559,NA,0.080082626,NA,0.174889048,0.139086333,NA,0.249820116
7.81,No,NA,0.097170873,0.018708825,NA,0.080219917,NA,0.175370462,0.139214956,NA,0.250202097
7.82,No,NA,0.097299377,0.018676128,NA,0.080357363,NA,0.175852598,0.139343502,NA,0.250583999
7.83,No,NA,0.097427872,0.018643467,NA,0.08049496,NA,0.176335452,0.139471971,NA,0.250965811
