age,bilat_0,Damoiseaux.fit,Burke.fit,Appelman.fit,Saux.fit,McCormick.fit,Damoiseaux.se,Burke.se,Appelman.se,Saux.se,McCormick.se
0.62,Yes,0.241988206,NA,0.191898463,0.233019333,0.239847535,0.172478671,NA,0.280479263,0.150003991,0.173205928
0.63,Yes,0.241827172,NA,0.191506536,0.232758879,0.239603297,0.171052409,NA,0.279564592,0.149555297,0.172311371
0.64,Yes,0.241664888,NA,0.191114647,0.232498125,0.23935816,0.169635263,NA,0.278650453,0.149107661,0.171426063
0.65,Yes,0.241501356,NA,0.190722801,0.232237073,0.239112129,0.168227595,NA,0.277736868,0.148661097,0.17055017
0.66,Yes,0.241336577,NA,0.190331001,0.231975724,0.238865207,0.166829777,NA,0.276823859,0.148215618,0.169683857
0.67,Yes,0.241170554,NA,0.18993925,0.231714081,0.238617397,0.165442191,NA,0.27591145,0.147771238,0.168827287
0.68,Yes,0.241003289,NA,0.189547552,0.231452143,0.238368703,0.164065228,NA,0.274999662,0.147327971,0.167980622
0.69,Yes,0.240834784,NA,0.18915591,0.231189913,0.238119127,0.162699287,NA,0.27408852,0.146885829,0.167144018
0.7,Yes,0.240665042,NA,0.188764328,0.230927393,0.237868674,0.161344778,NA,0.273178046,0.146444826,0.166317631
0.71,Yes,0.240494063,NA,0.18837281,0.230664583,0.237617348,0.16000212,NA,0.272268264,0.146004977,0.165501612
0.72,Yes,0.240321851,NA,0.187981358,0.230401486,0.237365151,0.158671742,NA,0.271359195,0.145566296,0.164696105
0.73,Yes,0.240148408,NA,0.187589977,0.230138102,0.237112087,0.157354081,NA,0.270450864,0.145128795,0.163901252
0.74,Yes,0.239973736,NA,0.187198669,0.229874434,0.236858161,0.156049586,NA,0.269543293,0.14469249,0.163117189
0.75,Yes,0.239797838,NA,0.186807439,0.229610483,0.236603375,0.154758713,NA,0.268636507,0.144257394,0.162344044
0.76,Yes,0.239620715,NA,0.18641629,0.22934625,0.236347734,0.153481931,NA,0.267730527,0.143823522,0.161581941
0.77,Yes,0.23944237,NA,0.186025224,0.229081737,0.236091242,0.152219716,NA,0.266825378,0.143390888,0.160830998
0.78,Yes,0.239262806,NA,0.185634247,0.228816946,0.235833901,0.150972553,NA,0.265921082,0.142959505,0.160091326
0.79,Yes,0.239082025,NA,0.18524336,0.228551877,0.235575717,0.149740939,NA,0.265017664,0.14252939,0.159363029
0.8,Yes,0.238900028,NA,0.184852567,0.228286533,0.235316693,0.148525379,NA,0.264115146,0.142100555,0.158646206
0.81,Yes,0.23871682,NA,0.184461873,0.228020915,0.235056833,0.147326385,NA,0.263213553,0.141673017,0.157940946
0.82,Yes,0.238532401,NA,0.184071279,0.227755024,0.23479614,0.146144481,NA,0.262312907,0.141246789,0.157247333
0.83,Yes,0.238346775,NA,0.18368079,0.227488863,0.23453462,0.144980197,NA,0.261413233,0.140821885,0.156565443
0.84,Yes,0.238159945,NA,0.183290409,0.227222432,0.234272275,0.143834074,NA,0.260514554,0.140398322,0.155895344
0.85,Yes,0.237971912,NA,0.182900139,0.226955733,0.234009111,0.142706658,NA,0.259616893,0.139976114,0.155237096
0.86,Yes,0.237782679,NA,0.182509984,0.226688768,0.23374513,0.141598503,NA,0.258720275,0.139555275,0.15459075
0.87,Yes,0.237592249,NA,0.182119947,0.226421539,0.233480336,0.140510171,NA,0.257824724,0.139135821,0.153956351
0.88,Yes,0.237400625,NA,0.181730031,0.226154045,0.233214734,0.13944223,NA,0.256930262,0.138717767,0.153333933
0.89,Yes,0.237207808,NA,0.18134024,0.225886291,0.232948328,0.138395253,NA,0.256036914,0.138301128,0.152723523
0.9,Yes,0.237013803,NA,0.180950576,0.225618275,0.232681121,0.137369818,NA,0.255144704,0.137885919,0.152125141
0.91,Yes,0.236818611,NA,0.180561044,0.225350002,0.232413117,0.13636651,NA,0.254253655,0.137472156,0.151538795
0.92,Yes,0.236622235,NA,0.180171646,0.225081471,0.23214432,0.135385913,NA,0.253363792,0.137059854,0.150964489
0.93,Yes,0.236424679,NA,0.179782386,0.224812684,0.231874735,0.134428617,NA,0.252475139,0.136649028,0.150402215
0.94,Yes,0.236225943,NA,0.179393266,0.224543644,0.231604364,0.133495213,NA,0.251587718,0.136239694,0.149851961
0.95,Yes,0.236026033,NA,0.179004291,0.224274351,0.231333213,0.132586292,NA,0.250701556,0.135831868,0.149313703
0.96,Yes,0.23582495,NA,0.178615463,0.224004807,0.231061285,0.131702445,NA,0.249816675,0.135425565,0.148787411
0.97,Yes,0.235622696,NA,0.178226786,0.223735013,0.230788583,0.130844263,NA,0.248933099,0.135020802,0.148273048
0.98,Yes,0.235419276,NA,0.177838263,0.223464972,0.230515112,0.130012331,NA,0.248050853,0.134617592,0.14777057
0.99,Yes,0.235214692,NA,0.177449897,0.223194685,0.230240876,0.129207231,NA,0.247169961,0.134215954,0.147279924
1,Yes,0.235008947,NA,0.177061692,0.222924152,0.229965878,0.128429543,NA,0.246290447,0.133815902,0.146801051
1.01,Yes,0.234802043,NA,0.176673649,0.222653377,0.229690123,0.127679834,NA,0.245412335,0.133417452,0.146333887
1.02,Yes,0.234593984,NA,0.176285774,0.222382359,0.229413614,0.126958669,NA,0.24453565,0.133020622,0.145878361
1.03,Yes,0.234384773,NA,0.175898068,0.222111102,0.229136355,0.126266598,NA,0.243660415,0.132625425,0.145434395
1.04,Yes,0.234174412,NA,0.175510535,0.221839606,0.228858349,0.125604162,NA,0.242786654,0.13223188,0.145001904
1.05,Yes,0.233962906,NA,0.175123178,0.221567873,0.228579599,0.124971889,NA,0.241914392,0.131840001,0.144580801
1.06,Yes,0.233750255,NA,0.174736,0.221295905,0.228300109,0.124370292,NA,0.241043654,0.131449806,0.144170989
1.07,Yes,0.233536465,NA,0.174349005,0.221023702,0.228019883,0.123799867,NA,0.240174462,0.131061311,0.143772369
1.08,Yes,0.233321538,NA,0.173962195,0.220751267,0.227738923,0.123261093,NA,0.239306843,0.130674531,0.143384836
1.09,Yes,0.233105477,NA,0.173575573,0.220478602,0.227457235,0.122754429,NA,0.238440819,0.130289484,0.143008282
1.1,Yes,0.232888285,NA,0.173189143,0.220205707,0.227174821,0.122280312,NA,0.237576415,0.129906186,0.142642595
1.11,Yes,0.232669965,NA,0.172802908,0.219932585,0.226891683,0.121839157,NA,0.236713656,0.129524654,0.14228766
1.12,Yes,0.232450521,NA,0.17241687,0.219659236,0.226607827,0.121431355,NA,0.235852565,0.129144903,0.141943357
1.13,Yes,0.232229955,NA,0.172031033,0.219385663,0.226323253,0.121057269,NA,0.234993168,0.128766951,0.141609566
1.14,Yes,0.232008272,NA,0.1716454,0.219111867,0.226037966,0.120717236,NA,0.234135487,0.128390815,0.14128616
1.15,Yes,0.231785474,NA,0.171259973,0.218837849,0.225751968,0.120411565,NA,0.233279549,0.128016511,0.140973014
1.16,Yes,0.231561564,NA,0.170874757,0.218563611,0.225465262,0.120140531,NA,0.232425376,0.127644055,0.140669998
1.17,Yes,0.231336547,NA,0.170489753,0.218289155,0.225177851,0.119904383,NA,0.231572993,0.127273465,0.140376981
1.18,Yes,0.231110424,NA,0.170104964,0.218014483,0.224889737,0.119703334,NA,0.230722424,0.126904757,0.140093831
1.19,Yes,0.2308832,NA,0.169720395,0.217739595,0.224600924,0.119537565,NA,0.229873694,0.126537949,0.139820413
1.2,Yes,0.230654878,NA,0.169336047,0.217464493,0.224311413,0.119407221,NA,0.229026827,0.126173057,0.139556593
1.21,Yes,0.230425461,NA,0.168951924,0.21718918,0.224021206,0.119312414,NA,0.228181848,0.125810097,0.139302233
1.22,Yes,0.230194953,NA,0.168568029,0.216913656,0.223730307,0.119253221,NA,0.227338779,0.125449088,0.139057196
1.23,Yes,0.229963357,NA,0.168184364,0.216637923,0.223438718,0.119229682,NA,0.226497647,0.125090046,0.138821344
1.24,Yes,0.229730676,NA,0.167800932,0.216361982,0.22314644,0.119241801,NA,0.225658474,0.124732988,0.138594539
1.25,Yes,0.229496914,NA,0.167417737,0.216085836,0.222853476,0.119289547,NA,0.224821285,0.124377931,0.138376642
1.26,Yes,0.229262075,NA,0.167034781,0.215809485,0.222559829,0.119372852,NA,0.223986105,0.124024892,0.138167514
1.27,Yes,0.229026162,NA,0.166652067,0.215532932,0.222265499,0.119491613,NA,0.223152957,0.123673888,0.137967018
1.28,Yes,0.228789179,NA,0.166269598,0.215256178,0.22197049,0.119645693,NA,0.222321866,0.123324936,0.137775018
1.29,Yes,0.228551129,NA,0.165887376,0.214979224,0.221674803,0.119834917,NA,0.221492856,0.122978053,0.137591379
1.3,Yes,0.228312015,NA,0.165505406,0.214702072,0.22137844,0.120059081,NA,0.22066595,0.122633257,0.137415968
1.31,Yes,0.228071842,NA,0.165123688,0.214424723,0.221081403,0.120317943,NA,0.219841174,0.122290564,0.137248653
1.32,Yes,0.227830612,NA,0.164742228,0.21414718,0.220783693,0.120611233,NA,0.21901855,0.121949992,0.137089304
1.33,Yes,0.227588331,NA,0.164361026,0.213869444,0.220485312,0.120938648,NA,0.218198104,0.121611557,0.136937793
1.34,Yes,0.227345,NA,0.163980086,0.213591516,0.220186261,0.121299857,NA,0.217379858,0.121275277,0.136793993
1.35,Yes,0.227100625,NA,0.16359941,0.213313397,0.219886542,0.121694499,NA,0.216563838,0.120941169,0.13665778
1.36,Yes,0.226855208,NA,0.163219002,0.21303509,0.219586155,0.122122187,NA,0.215750067,0.120609249,0.136529033
1.37,Yes,0.226608753,NA,0.162838865,0.212756596,0.219285102,0.12258251,NA,0.214938569,0.120279535,0.136407629
1.38,Yes,0.226361265,NA,0.162459,0.212477917,0.218983383,0.123075031,NA,0.214129367,0.119952044,0.136293451
1.39,Yes,0.226112746,NA,0.162079411,0.212199054,0.218680999,0.123599292,NA,0.213322486,0.119626793,0.136186381
1.4,Yes,0.225863201,NA,0.1617001,0.211920008,0.218377951,0.124154815,NA,0.21251795,0.119303799,0.136086304
1.41,Yes,0.225612633,NA,0.16132107,0.211640782,0.21807424,0.124741101,NA,0.211715782,0.118983079,0.135993105
1.42,Yes,0.225361047,NA,0.160942324,0.211361377,0.217769866,0.125357638,NA,0.210916006,0.11866465,0.135906673
1.43,Yes,0.225108446,NA,0.160563864,0.211081794,0.217464829,0.126003894,NA,0.210118645,0.118348528,0.135826895
1.44,Yes,0.224854833,NA,0.160185694,0.210802035,0.217159129,0.126679326,NA,0.209323724,0.118034731,0.13575366
1.45,Yes,0.224600214,NA,0.159807815,0.210522101,0.216852768,0.127383377,NA,0.208531265,0.117723275,0.135686861
1.46,Yes,0.224344591,NA,0.15943023,0.210241995,0.216545745,0.128115481,NA,0.207741293,0.117414178,0.135626389
1.47,Yes,0.224087969,NA,0.159052943,0.209961717,0.21623806,0.128875062,NA,0.206953831,0.117107455,0.135572138
1.48,Yes,0.223830351,NA,0.158675955,0.20968127,0.215929713,0.129661537,NA,0.206168902,0.116803124,0.135524003
1.49,Yes,0.223571742,NA,0.15829927,0.209400654,0.215620704,0.130474316,NA,0.205386529,0.116501201,0.135481878
1.5,Yes,0.223312146,NA,0.157922889,0.209119872,0.215311034,0.131312807,NA,0.204606736,0.116201703,0.13544566
1.51,Yes,0.223051566,NA,0.157546816,0.208838925,0.215000701,0.13217641,NA,0.203829547,0.115904646,0.135415245
1.52,Yes,0.222790006,NA,0.157171052,0.208557815,0.214689706,0.133064528,NA,0.203054984,0.115610046,0.135390533
1.53,Yes,0.222527471,NA,0.156795601,0.208276542,0.214378048,0.133976561,NA,0.20228307,0.115317921,0.135371421
1.54,Yes,0.222263964,NA,0.156420466,0.20799511,0.214065727,0.134911907,NA,0.201513829,0.115028286,0.13535781
1.55,Yes,0.221999491,NA,0.156045647,0.207713518,0.213752742,0.13586997,NA,0.200747284,0.114741157,0.135349597
1.56,Yes,0.221734053,NA,0.155671149,0.20743177,0.213439093,0.136850153,NA,0.199983457,0.114456551,0.135346684
1.57,Yes,0.221467657,NA,0.155296974,0.207149865,0.21312478,0.137851863,NA,0.199222371,0.114174484,0.135348972
1.58,Yes,0.221200305,NA,0.154923123,0.206867807,0.212809801,0.138874513,NA,0.198464049,0.113894971,0.135356361
1.59,Yes,0.220932003,NA,0.154549601,0.206585596,0.212494156,0.139917518,NA,0.197708515,0.113618028,0.135368755
1.6,Yes,0.220662753,NA,0.154176408,0.206303235,0.212177844,0.140980301,NA,0.196955789,0.113343671,0.135386056
1.61,Yes,0.220392561,NA,0.153803548,0.206020724,0.211860865,0.14206229,NA,0.196205896,0.113071916,0.135408166
1.62,Yes,0.220121431,NA,0.153431022,0.205738065,0.211543218,0.143162921,NA,0.195458856,0.112802778,0.135434991
1.63,Yes,0.219849366,NA,0.153058834,0.205455261,0.211224901,0.144281637,NA,0.194714694,0.112536273,0.135466436
1.64,Yes,0.219576371,NA,0.152686986,0.205172311,0.210905914,0.145417887,NA,0.193973431,0.112272415,0.13550241
1.65,Yes,0.21930245,NA,0.15231548,0.204889219,0.210586256,0.146571132,NA,0.193235089,0.11201122,0.13554282
1.66,Yes,0.219027608,NA,0.151944318,0.204605985,0.210265926,0.147740838,NA,0.19249969,0.111752703,0.135587575
1.67,Yes,0.218751848,NA,0.151573504,0.204322611,0.209944923,0.148926483,NA,0.191767257,0.111496878,0.135636585
1.68,Yes,0.218475176,NA,0.151203038,0.204039099,0.209623246,0.150127551,NA,0.191037811,0.111243761,0.13568976
1.69,Yes,0.218197594,NA,0.150832925,0.20375545,0.209300893,0.151343539,NA,0.190311374,0.110993366,0.13574701
1.7,Yes,0.217919108,NA,0.150463165,0.203471666,0.208977865,0.15257395,NA,0.189587968,0.110745707,0.135808244
1.71,Yes,0.217639722,NA,0.150093761,0.203187748,0.208654159,0.1538183,NA,0.188867614,0.110500798,0.135873375
1.72,Yes,0.21735944,NA,0.149724716,0.202903698,0.208329776,0.155076112,NA,0.188150335,0.110258654,0.135942312
1.73,Yes,0.217078266,NA,0.149356032,0.202619518,0.208004713,0.156346922,NA,0.18743615,0.110019289,0.136014969
1.74,Yes,0.216796206,NA,0.148987712,0.202335208,0.207678969,0.157630272,NA,0.186725083,0.109782715,0.136091254
1.75,Yes,0.216513263,NA,0.148619756,0.202050772,0.207352545,0.158925718,NA,0.186017153,0.109548948,0.136171081
1.76,Yes,0.216229441,NA,0.148252169,0.201766209,0.207025438,0.160232823,NA,0.185312382,0.109317999,0.136254358
1.77,Yes,0.215944746,NA,0.147884951,0.201481522,0.206697648,0.161551161,NA,0.18461079,0.109089883,0.136340999
1.78,Yes,0.215659181,NA,0.147518106,0.201196713,0.206369174,0.162880317,NA,0.1839124,0.108864613,0.136430912
1.79,Yes,0.215372751,NA,0.147151634,0.200911782,0.206040014,0.164219882,NA,0.18321723,0.1086422,0.136524009
1.8,Yes,0.21508546,NA,0.14678554,0.200626732,0.205710168,0.165569462,NA,0.182525302,0.108422658,0.136620201
1.81,Yes,0.214797314,NA,0.146419824,0.200341564,0.205379634,0.166928668,NA,0.181836637,0.108205999,0.136719398
1.82,Yes,0.214508316,NA,0.14605449,0.200056279,0.205048413,0.168297124,NA,0.181151254,0.107992235,0.13682151
1.83,Yes,0.21421847,NA,0.145689538,0.19977088,0.204716502,0.16967446,NA,0.180469174,0.107781378,0.136926451
1.84,Yes,0.213927782,NA,0.145324972,0.199485367,0.2043839,0.171060317,NA,0.179790417,0.107573441,0.137034131
1.85,Yes,0.213636256,NA,0.144960793,0.199199742,0.204050608,0.172454346,NA,0.179115002,0.107368433,0.137144465
1.86,Yes,0.213343896,NA,0.144597004,0.198914008,0.203716623,0.173856205,NA,0.17844295,0.107166367,0.137257364
1.87,Yes,0.213050708,NA,0.144233606,0.198628164,0.203381946,0.175265562,NA,0.177774279,0.106967253,0.137372743
1.88,Yes,0.212756695,NA,0.143870602,0.198342213,0.203046575,0.176682093,NA,0.17710901,0.106771103,0.137490516
1.89,Yes,0.212461862,NA,0.143507994,0.198056157,0.202710511,0.178105483,NA,0.176447162,0.106577927,0.137610599
1.9,Yes,0.212166214,NA,0.143145785,0.197769997,0.202373752,0.179535424,NA,0.175788754,0.106387734,0.137732904
1.91,Yes,0.211869755,NA,0.142783975,0.197483734,0.202036299,0.180971618,NA,0.175133804,0.106200536,0.137857347
1.92,Yes,0.21157249,NA,0.142422567,0.197197371,0.201698151,0.182413773,NA,0.174482332,0.106016341,0.137983841
1.93,Yes,0.211274423,NA,0.142061563,0.196910908,0.201359308,0.183861606,NA,0.173834356,0.10583516,0.138112302
1.94,Yes,0.21097556,NA,0.141700966,0.196624347,0.201019768,0.185314841,NA,0.173189895,0.105657001,0.138242645
1.95,Yes,0.210675904,NA,0.141340776,0.19633769,0.200679533,0.18677321,NA,0.172548967,0.105481874,0.138374787
1.96,Yes,0.210375461,NA,0.140980997,0.196050939,0.200338601,0.188236452,NA,0.17191159,0.105309786,0.138508642
1.97,Yes,0.210074236,NA,0.14062163,0.195764094,0.199996972,0.189704312,NA,0.171277783,0.105140747,0.13864413
1.98,Yes,0.209772232,NA,0.140262677,0.195477158,0.199654646,0.191176544,NA,0.170647562,0.104974764,0.138781167
1.99,Yes,0.209469454,NA,0.13990414,0.195190131,0.199311623,0.192652907,NA,0.170020946,0.104811845,0.138919674
2,Yes,0.209165908,NA,0.139546021,0.194903016,0.198967903,0.194133167,NA,0.169397951,0.104651998,0.139059572
2.01,Yes,NA,NA,0.139188322,0.194615814,0.198623486,NA,NA,0.168778596,0.104495229,0.139200781
2.02,Yes,NA,NA,0.138831044,0.194328527,0.198278372,NA,NA,0.168162897,0.104341546,0.139343227
2.03,Yes,NA,NA,0.138474191,0.194041156,0.197932562,NA,NA,0.167550871,0.104190955,0.139486831
2.04,Yes,NA,NA,0.138117763,0.193753702,0.197586056,NA,NA,0.166942534,0.104043462,0.139631521
2.05,Yes,NA,NA,0.137761763,0.193466168,0.197238854,NA,NA,0.166337904,0.103899074,0.139777221
2.06,Yes,NA,NA,0.137406192,0.193178554,0.196890958,NA,NA,0.165736995,0.103757795,0.13992386
2.07,Yes,NA,NA,0.137051053,0.192890862,0.196542368,NA,NA,0.165139825,0.103619631,0.140071367
2.08,Yes,NA,NA,0.136696346,0.192603095,0.196193085,NA,NA,0.164546409,0.103484586,0.14021967
2.09,Yes,NA,NA,0.136342075,0.192315252,0.19584311,NA,NA,0.163956762,0.103352667,0.140368701
2.1,Yes,NA,NA,0.13598824,0.192027337,0.195492444,NA,NA,0.1633709,0.103223876,0.140518392
2.11,Yes,NA,NA,0.135634844,0.19173935,0.195141087,NA,NA,0.162788838,0.103098217,0.140668677
2.12,Yes,NA,NA,0.135281889,0.191451293,0.194789041,NA,NA,0.162210592,0.102975695,0.140819491
2.13,Yes,NA,NA,0.134929375,0.191163167,0.194436308,NA,NA,0.161636174,0.102856312,0.140970772
2.14,Yes,NA,NA,0.134577305,0.190874975,0.194082888,NA,NA,0.161065601,0.102740071,0.14112246
2.15,Yes,NA,NA,0.134225681,0.190586716,0.193728784,NA,NA,0.160498885,0.102626975,0.141274495
2.16,Yes,NA,NA,0.133874505,0.190298394,0.193373998,NA,NA,0.159936042,0.102517026,0.141426818
2.17,Yes,NA,NA,0.133523777,0.19001001,0.193018531,NA,NA,0.159377085,0.102410225,0.141579371
2.18,Yes,NA,NA,0.133173501,0.189721564,0.192662386,NA,NA,0.158822026,0.102306575,0.141732095
2.19,Yes,NA,NA,0.132823677,0.189433059,0.192305564,NA,NA,0.158270881,0.102206076,0.141884936
2.2,Yes,NA,NA,0.132474307,0.189144497,0.191948067,NA,NA,0.15772366,0.102108729,0.142037838
2.21,Yes,NA,NA,0.132125393,0.188855877,0.191589898,NA,NA,0.157180378,0.102014534,0.142190751
2.22,Yes,NA,NA,0.131776937,0.188567204,0.191231058,NA,NA,0.156641045,0.101923492,0.142343622
2.23,Yes,NA,NA,0.13142894,0.188278476,0.19087155,NA,NA,0.156105676,0.101835602,0.142496404
2.24,Yes,NA,NA,0.131081404,0.187989697,0.190511375,NA,NA,0.155574281,0.101750863,0.142649049
2.25,Yes,NA,NA,0.13073433,0.187700868,0.190150538,NA,NA,0.155046872,0.101669275,0.142801515
2.26,Yes,NA,NA,0.13038772,0.18741199,0.189789039,NA,NA,0.15452346,0.101590835,0.142953758
2.27,Yes,NA,NA,0.130041577,0.187123064,0.189426882,NA,NA,0.154004056,0.101515542,0.143105742
2.28,Yes,NA,NA,0.1296959,0.186834093,0.18906407,NA,NA,0.153488672,0.101443394,0.143257429
2.29,Yes,NA,NA,0.129350692,0.186545078,0.188700606,NA,NA,0.152977317,0.101374389,0.143408787
2.3,Yes,NA,NA,0.129005955,0.18625602,0.188336495,NA,NA,0.152470002,0.101308523,0.143559786
2.31,Yes,NA,NA,0.12866169,0.18596692,0.187971741,NA,NA,0.151966737,0.101245793,0.143710396
2.32,Yes,NA,NA,0.128317898,0.185677781,0.187606347,NA,NA,0.15146753,0.101186196,0.143860591
2.33,Yes,NA,NA,0.127974582,0.185388604,0.187240319,NA,NA,0.150972392,0.101129727,0.144010344
2.34,Yes,NA,NA,0.127631742,0.185099389,0.186873662,NA,NA,0.150481332,0.101076382,0.144159633
2.35,Yes,NA,NA,0.12728938,0.18481014,0.18650638,NA,NA,0.149994357,0.101026157,0.144308433
2.36,Yes,NA,NA,0.126947497,0.184520857,0.186138479,NA,NA,0.149511477,0.100979046,0.144456725
2.37,Yes,NA,NA,0.126606096,0.184231542,0.185769964,NA,NA,0.1490327,0.100935044,0.144604486
2.38,Yes,NA,NA,0.126265177,0.183942195,0.185400839,NA,NA,0.148558032,0.100894145,0.1447517
2.39,Yes,NA,NA,0.125924742,0.18365282,0.18503111,NA,NA,0.148087482,0.100856342,0.144898349
2.4,Yes,NA,NA,0.125584793,0.183363417,0.184660783,NA,NA,0.147621056,0.100821631,0.14504442
2.41,Yes,NA,NA,0.12524533,0.183073987,0.184289864,NA,NA,0.147158762,0.100790002,0.1451899
2.42,Yes,NA,NA,0.124906355,0.182784533,0.18391836,NA,NA,0.146700606,0.10076145,0.145334776
2.43,Yes,NA,NA,0.12456787,0.182495055,0.183546277,NA,NA,0.146246593,0.100735967,0.145479037
2.44,Yes,NA,NA,0.124229876,0.182205556,0.183173622,NA,NA,0.145796729,0.100713545,0.145622673
2.45,Yes,NA,NA,0.123892375,0.181916036,0.1828004,NA,NA,0.14535102,0.100694175,0.145765673
2.46,Yes,NA,NA,0.123555367,0.181626497,0.18242662,NA,NA,0.144909472,0.100677849,0.145908031
2.47,Yes,NA,NA,0.123218854,0.181336941,0.182052286,NA,NA,0.144472087,0.100664558,0.146049739
2.48,Yes,NA,NA,0.122882838,0.181047369,0.181677406,NA,NA,0.144038872,0.100654292,0.146190797
2.49,Yes,NA,NA,0.12254732,0.180757782,0.181301987,NA,NA,0.143609829,0.100647043,0.146331202
2.5,Yes,NA,NA,0.1222123,0.180468183,0.180926037,NA,NA,0.143184963,0.100642799,0.146470959
2.51,Yes,NA,NA,0.121877781,0.180178572,0.180549565,NA,NA,0.142764277,0.100641552,0.14661007
2.52,Yes,NA,NA,0.121543764,0.17988895,0.18017258,NA,NA,0.142347773,0.100643289,0.146748541
2.53,Yes,NA,NA,0.121210249,0.179599321,0.179795092,NA,NA,0.141935455,0.100648001,0.146886376
2.54,Yes,NA,NA,0.120877239,0.179309684,0.17941711,NA,NA,0.141527324,0.100655676,0.147023581
2.55,Yes,NA,NA,0.120544734,0.179020041,0.179038644,NA,NA,0.141123382,0.100666303,0.14716016
2.56,Yes,NA,NA,0.120212736,0.178730395,0.178659703,NA,NA,0.140723631,0.100679869,0.147296122
2.57,Yes,NA,NA,0.119881246,0.178440745,0.178280298,NA,NA,0.140328072,0.100696363,0.147431474
2.58,Yes,NA,NA,0.119550265,0.178151094,0.17790044,NA,NA,0.139936705,0.100715772,0.147566221
2.59,Yes,NA,NA,0.119219795,0.177861444,0.177520139,NA,NA,0.139549531,0.100738083,0.147700371
2.6,Yes,NA,NA,0.118889836,0.177571795,0.177139407,NA,NA,0.13916655,0.100763284,0.14783393
2.61,Yes,NA,NA,0.118560389,0.177282149,0.176758254,NA,NA,0.138787761,0.10079136,0.147966903
2.62,Yes,NA,NA,0.118231457,0.176992507,0.17637669,NA,NA,0.138413164,0.100822299,0.148099298
2.63,Yes,NA,NA,0.11790304,0.176702872,0.175994728,NA,NA,0.138042757,0.100856087,0.148231122
2.64,Yes,NA,NA,0.117575138,0.176413244,0.175612377,NA,NA,0.13767654,0.100892709,0.148362382
2.65,Yes,NA,NA,0.117247755,0.176123625,0.175229651,NA,NA,0.137314509,0.100932151,0.148493088
2.66,Yes,NA,NA,0.116920889,0.175834016,0.174846561,NA,NA,0.136956663,0.100974399,0.148623248
2.67,Yes,NA,NA,0.116594543,0.175544418,0.174463121,NA,NA,0.136602998,0.101019437,0.14875287
2.68,Yes,NA,NA,0.116268718,0.175254834,0.174079341,NA,NA,0.136253513,0.10106725,0.148881962
2.69,Yes,NA,NA,0.115943415,0.174965265,0.173695236,NA,NA,0.135908203,0.101117823,0.149010532
2.7,Yes,NA,NA,0.115618634,0.174675711,0.173310819,NA,NA,0.135567065,0.101171141,0.149138588
2.71,Yes,NA,NA,0.115294377,0.174386175,0.172926103,NA,NA,0.135230094,0.101227187,0.149266137
2.72,Yes,NA,NA,0.114970646,0.174096658,0.172541102,NA,NA,0.134897285,0.101285946,0.149393185
2.73,Yes,NA,NA,0.11464744,0.173807161,0.172155829,NA,NA,0.134568634,0.1013474,0.149519739
2.74,Yes,NA,NA,0.114324761,0.173517686,0.171770298,NA,NA,0.134244136,0.101411534,0.149645803
2.75,Yes,NA,NA,0.11400261,0.173228233,0.171384522,NA,NA,0.133923784,0.101478331,0.149771383
2.76,Yes,NA,NA,0.113680988,0.172938806,0.170998516,NA,NA,0.133607572,0.101547774,0.149896485
2.77,Yes,NA,NA,0.113359897,0.172649404,0.170612296,NA,NA,0.133295494,0.101619845,0.150021114
2.78,Yes,NA,NA,0.113039336,0.17236003,0.170225874,NA,NA,0.132987543,0.101694528,0.150145273
2.79,Yes,NA,NA,0.112719307,0.172070684,0.169839267,NA,NA,0.132683711,0.101771804,0.150268965
2.8,Yes,NA,NA,0.112399811,0.171781369,0.169452488,NA,NA,0.132383991,0.101851657,0.150392192
2.81,Yes,NA,NA,0.112080849,0.171492085,0.169065553,NA,NA,0.132088374,0.101934068,0.150514956
2.82,Yes,NA,NA,0.111762422,0.171202835,0.168678477,NA,NA,0.131796853,0.10201902,0.150637257
2.83,Yes,NA,NA,0.11144453,0.170913618,0.168291274,NA,NA,0.131509419,0.102106493,0.150759098
2.84,Yes,NA,NA,0.111127176,0.170624438,0.167903961,NA,NA,0.131226061,0.102196471,0.150880479
2.85,Yes,NA,NA,0.110810358,0.170335294,0.167516552,NA,NA,0.130946771,0.102288933,0.151001401
2.86,Yes,NA,NA,0.110494079,0.170046189,0.167129063,NA,NA,0.130671538,0.102383862,0.151121864
2.87,Yes,NA,NA,0.11017834,0.169757125,0.16674151,NA,NA,0.130400353,0.102481239,0.151241868
2.88,Yes,NA,NA,0.10986314,0.169468101,0.16635391,NA,NA,0.130133204,0.102581045,0.151361413
2.89,Yes,NA,NA,0.109548482,0.16917912,0.165966277,NA,NA,0.12987008,0.102683261,0.151480496
2.9,Yes,NA,NA,0.109234365,0.168890184,0.165578628,NA,NA,0.12961097,0.102787867,0.151599117
2.91,Yes,NA,NA,0.108920791,0.168601292,0.16519098,NA,NA,0.129355862,0.102894845,0.151717275
2.92,Yes,NA,NA,0.108607761,0.168312448,0.164803348,NA,NA,0.129104744,0.103004174,0.151834968
2.93,Yes,NA,NA,0.108295275,0.168023652,0.164415748,NA,NA,0.128857604,0.103115836,0.151952194
2.94,Yes,NA,NA,0.107983334,0.167734906,0.164028198,NA,NA,0.128614428,0.103229811,0.152068953
